sample,fastq_1,fastq_2,strandedness
iWD_REP1,SLX-17236.i703_i505.H533HBBXY.s_6.r_1.fq.gz,,unstranded
iWD_REP2,SLX-17236.i704_i505.H533HBBXY.s_6.r_1.fq.gz,,unstranded
iWD_REP3,SLX-17236.i705_i506.H533HBBXY.s_6.r_1.fq.gz,,unstranded
cWD_REP1,SLX-17236.i706_i506.H533HBBXY.s_6.r_1.fq.gz,,unstranded
cWD_REP2,SLX-17236.i707_i507.H533HBBXY.s_6.r_1.fq.gz,,unstranded
cWD_REP3,SLX-17236.i708_i507.H533HBBXY.s_6.r_1.fq.gz,,unstranded
